Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","1998","1998","tonnes","211","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","1999","1999","tonnes","50","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2000","2000","tonnes","24","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2001","2001","tonnes","12","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2002","2002","tonnes","14","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2003","2003","tonnes","31","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2004","2004","tonnes","20","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2005","2005","tonnes","30","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2006","2006","tonnes","10","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2007","2007","tonnes","20","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2008","2008","tonnes","10","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2009","2009","tonnes","20","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2010","2010","tonnes","10","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2011","2011","tonnes","10","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2012","2012","tonnes","20","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2013","2013","tonnes","20","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2014","2014","tonnes","8","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2015","2015","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2016","2016","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2017","2017","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01371","Almonds, in shell","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1992","1992","ha","1600","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1993","1993","ha","1800","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1994","1994","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1995","1995","ha","2500","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1996","1996","ha","2200","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1997","1997","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1998","1998","ha","1800","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1999","1999","ha","3485","I","Imputed value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2000","2000","ha","2200","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2001","2001","ha","4450","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2002","2002","ha","5520","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2003","2003","ha","9600","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2004","2004","ha","6952","I","Imputed value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2005","2005","ha","5510","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2006","2006","ha","3000","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2007","2007","ha","3290","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2008","2008","ha","6040","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2009","2009","ha","12080","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2010","2010","ha","22480","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2011","2011","ha","22390","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2012","2012","ha","16940","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2013","2013","ha","11280","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2014","2014","ha","5980","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2015","2015","ha","21500","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2016","2016","ha","1300","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2017","2017","ha","3500","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2018","2018","ha","1700","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2019","2019","ha","1700","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","ha","2700","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1992","1992","hg/ha","7500","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1993","1993","hg/ha","8333","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1994","1994","hg/ha","8000","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1995","1995","hg/ha","8000","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1996","1996","hg/ha","8182","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1997","1997","hg/ha","7645","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1998","1998","hg/ha","8333","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1999","1999","hg/ha","7854","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2000","2000","hg/ha","11364","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2001","2001","hg/ha","3551","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2002","2002","hg/ha","4275","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2003","2003","hg/ha","4969","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2004","2004","hg/ha","7089","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2005","2005","hg/ha","7205","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2006","2006","hg/ha","12000","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2007","2007","hg/ha","4924","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2008","2008","hg/ha","9222","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2009","2009","hg/ha","6002","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2010","2010","hg/ha","7344","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2011","2011","hg/ha","9375","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2012","2012","hg/ha","6063","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2013","2013","hg/ha","5798","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2014","2014","hg/ha","10535","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2015","2015","hg/ha","9581","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2016","2016","hg/ha","9615","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2017","2017","hg/ha","7143","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2018","2018","hg/ha","5588","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2019","2019","hg/ha","8588","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5419","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","hg/ha","10630","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1992","1992","tonnes","1200","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1993","1993","tonnes","1500","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1994","1994","tonnes","1600","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1995","1995","tonnes","2000","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1996","1996","tonnes","1800","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1997","1997","tonnes","1529","I","Imputed value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1998","1998","tonnes","1500","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1999","1999","tonnes","2737","I","Imputed value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2000","2000","tonnes","2500","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2001","2001","tonnes","1580","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2002","2002","tonnes","2360","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2003","2003","tonnes","4770","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2004","2004","tonnes","4928","I","Imputed value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2005","2005","tonnes","3970","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2006","2006","tonnes","3600","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2007","2007","tonnes","1620","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2008","2008","tonnes","5570","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2009","2009","tonnes","7250","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2010","2010","tonnes","16510","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2011","2011","tonnes","20990","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2012","2012","tonnes","10270","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2013","2013","tonnes","6540","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2014","2014","tonnes","6300","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2015","2015","tonnes","20600","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2016","2016","tonnes","1250","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2017","2017","tonnes","2500","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2018","2018","tonnes","950","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2019","2019","tonnes","1460","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","tonnes","2870","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","1992","1992","ha","355500","T","Unofficial figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","1993","1993","ha","408000","T","Unofficial figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","1994","1994","ha","426000","E","Estimated value"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","1995","1995","ha","358200","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","1996","1996","ha","350000","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","1997","1997","ha","345200","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","1998","1998","ha","255100","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","1999","1999","ha","245500","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2000","2000","ha","227600","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2001","2001","ha","216200","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2002","2002","ha","193000","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2003","2003","ha","169800","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2004","2004","ha","151500","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2005","2005","ha","137900","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2006","2006","ha","124100","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2007","2007","ha","116000","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2008","2008","ha","113500","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2009","2009","ha","110000","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2010","2010","ha","105200","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2011","2011","ha","105200","A","Official figure"
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01341","Apples","2012","2012","ha","105500","A","Official figure"
